# Expression Atlas
# Query: Genes matching: 'default query', specifically up/down differentially expressed in 3 comparisons  given the adjusted p-value cutoff 1 and log2-fold change cutoff 0 in experiment E-GEOD-52194
# Timestamp: Mon, 30-Aug-2021 13:20:31
Gene ID	Gene Name	'HER2 Positive Breast Carcinoma; breast carcinoma' vs 'normal' .foldChange	'HER2 Positive Breast Carcinoma; breast carcinoma' vs 'normal'.pValue	'non-triple-negative breast cancer; breast carcinoma' vs 'normal' .foldChange	'non-triple-negative breast cancer; breast carcinoma' vs 'normal'.pValue	'triple-negative breast cancer; breast carcinoma' vs 'normal' .foldChange	'triple-negative breast cancer; breast carcinoma' vs 'normal'.pValue
ENSG00000065526	SPEN	-1.0	0.0391098151648689	-2.2	3.58822044845814E-8	-2.2	1.1896151323408E-7
ENSG00000065534	MYLK	-1.3	0.0213587627854867	-1.8	1.05499228672115E-5	-0.2	0.745576838835095
ENSG00000065548	ZC3H15	-0.7	0.0800929855385091	-0.6	0.184781430579185	-0.3	0.340939321252614
ENSG00000065559	MAP2K4	-0.2	0.616273321310797	-0.8	0.111542566144819	-1.6	7.19351392209365E-6
ENSG00000065600	PACC1	1.4	0.0238824463928297	0.3	0.455503672679176	0.7	0.108211217917403
ENSG00000065609	SNAP91	-1.8	0.215233273182456	1.0	0.333070083256551	1.7	0.0485510151040917
ENSG00000065613	SLK	-0.2	0.782709572317078	-0.7	0.090153973115201	-0.8	0.165010566591511
ENSG00000065615	CYB5R4	1.3	0.00385721785963534	0.6	0.0592537159537476	0.7	0.0428273292420274
ENSG00000065618	COL17A1	-3.1	2.63025487503774E-4	-3.8	2.69966777919054E-9	-2.7	8.32250857454083E-4
ENSG00000065621	GSTO2	-1.1	0.175858284757031	-0.4	0.46354155126773	-1.0	0.00830184176825816
ENSG00000065665	SEC61A2	2.6	3.1558040143318E-4	1.6	2.3085229922789E-5	1.1	0.0109782644975905
ENSG00000065675	PRKCQ	1.7	0.0248656338610161	0.4	0.46151525342597	1.4	0.0177192987668789
ENSG00000065717	TLE2	-2.6	3.44698170668407E-7	-2.1	1.2483827275264E-5	-2.4	7.1314934870162E-12
ENSG00000065802	ASB1	0.2	0.67455164318443	0.3	0.543318583964222	0.4	0.424444320202267
ENSG00000065809	FAM107B	-0.6	0.219021139956777	-1.4	0.00200554420006924	-1.7	4.31353946458263E-4
ENSG00000065833	ME1	1.9	0.00130884981396476	1.3	0.0938359850422392	2.4	1.75021494826947E-5
ENSG00000065882	TBC1D1	-0.5	0.254852864219295	-1.2	5.58978382354656E-4	-0.2	0.606683864177035
ENSG00000065883	CDK13	0.8	0.026068251054093	0.1	0.745925971794558	-0.1	0.807337082107087
ENSG00000065911	MTHFD2	-0.1	0.900205610940503	-0.6	0.394732231611188	-0.5	0.194640200476085
ENSG00000065923	SLC9A7	0.7	0.136792728571659	-0.4	0.389448691916184	-0.5	0.32101796220678
ENSG00000065970	FOXJ2	-1.6	8.97589817533274E-4	-2.0	5.50212267503448E-5	-2.0	8.1841254623347E-4
ENSG00000065978	YBX1	-1.6	9.91198660589317E-4	-1.9	4.42244388725303E-4	-1.1	0.02731029130584
ENSG00000065989	PDE4A			-0.9	0.0645485410002226	-0.9	0.042379927515096
ENSG00000066027	PPP2R5A	0.6	0.109354292608691	0.5	0.1690309916935	-0.2	0.62026544104986
ENSG00000066032	CTNNA2	2.3	0.10453425829803	2.0	0.0582692771105157	3.5	5.4849896991841E-4
ENSG00000066044	ELAVL1			-0.6	0.0239102131589476	-0.6	0.0562172684914292
ENSG00000066056	TIE1	-2.4	3.86639430354972E-5	-2.1	3.91521040645029E-9	-2.0	4.83005648224835E-5
ENSG00000066084	DIP2B	1.4	1.07501542081442E-4	0.6	0.0995919676432896	0.7	0.0958558298141207
ENSG00000066117	SMARCD1	-0.2	0.53097935690778	-0.6	0.0347700171836417	-0.2	0.583727618544944
ENSG00000066135	KDM4A	0.5	0.311120498287319	0.2	0.432124251367469	0.4	0.331418710776674
ENSG00000066136	NFYC	-0.6	0.0404160989223609	-0.7	0.0593887428521157	-0.2	0.735365228419924
ENSG00000066185	ZMYND12	-0.5	0.620334696745055	-0.5	0.537214196052326	-1.0	0.222713609006826
ENSG00000066230	SLC9A3	-0.1	0.896777911975206	-0.2	0.811367049027872	0.1	0.925526790512086
ENSG00000066248	NGEF	-0.2	0.878570938003457	-0.5	0.441026811279758	1.0	0.156539021397833
ENSG00000066279	ASPM	5.9	4.53029402114559E-16	4.1	3.09227002027971E-11	5.3	1.20294075348853E-19
ENSG00000066294	CD84	4.9	3.61791183500818E-22	4.2	2.00647312696205E-18	4.2	1.00451074976787E-32
ENSG00000066322	ELOVL1	-0.3	0.474888896205206	0.5	0.406757076467261	0.7	0.213180545614419
ENSG00000066336	SPI1	1.6	0.0117945655514853	1.4	0.0024038357501347	1.9	1.45649609210897E-4
ENSG00000066379	ZNRD1	-0.9	0.0553501189002704	-1.6	1.18698244755503E-4	-1.3	0.00154349678881706
ENSG00000066382	MPPED2	-1.5	0.00521076570264553	-1.1	0.0131468420056915	-0.3	0.573107571714969
ENSG00000066405	CLDN18	1.9	0.050723458524418	1.7	0.0466365223707618	2.4	7.62187495852206E-4
ENSG00000066422	ZBTB11	-0.6	0.120344410955912	-0.8	0.0185349209321791	-0.9	0.0149744689415794
ENSG00000066427	ATXN3	0.6	0.113394701085543	0.8	0.0380417277628036	1.1	0.00290028916906575
ENSG00000066455	GOLGA5	0.5	0.226060486555678	-0.1	0.85883717231593	0.1	0.803727623648922
ENSG00000066468	FGFR2	-0.6	0.616482584687398	1.0	0.161924387792223		
ENSG00000066557	LRRC40	0.7	0.0588304067992731	0.1	0.789413412618893	1.0	0.0064261716804388
ENSG00000066583	ISOC1	-0.2	0.766490263232377	1.4	0.0725895015185927	-0.2	0.675431732576004
ENSG00000066629	EML1	-0.1	0.922855740287115	-0.2	0.779618811035248	0.1	0.928180306176002
ENSG00000066651	TRMT11	1.0	0.0470779641779461			0.4	0.164553698009076
ENSG00000066654	THUMPD1	0.4	0.27179991963647	0.6	0.0487056363226646	0.1	0.811348208932699
ENSG00000066697	MSANTD3	-0.8	0.0247267809435429	-0.8	0.00933742678765385		
ENSG00000066735	KIF26A	-1.2	0.0769654799791502	-1.8	1.75807369591725E-4	-1.1	0.0902483179694995
ENSG00000066739	ATG2B	1.1	0.00673036201870828	0.4	0.339470749672561		
ENSG00000066777	ARFGEF1	1.5	4.24297509732175E-5	0.6	0.0933645525541054	0.4	0.448044518499652
ENSG00000066813	ACSM2B			3.2	0.0211496732767741	4.3	0.0029906919952759
ENSG00000066827	ZFAT	1.1	0.0507328918993972			1.1	0.00426621493369763
ENSG00000066855	MTFR1	1.6	9.10664628808091E-5			0.6	0.20681864859047
ENSG00000066923	STAG3	1.2	0.081618514412805	0.8	0.167272711022036	1.5	0.02764577048196
ENSG00000066926	FECH	0.9	0.00769190333685975	1.4	5.45935342170145E-4	0.9	0.0236671491563207
ENSG00000066933	MYO9A	1.2	0.0198113580384809	0.3	0.492615741472041	0.2	0.636033968215738
ENSG00000067057	PFKP	-2.1	1.26455756340165E-4	-2.9	4.08521310991284E-7	-0.4	0.518615942460276
ENSG00000067064	IDI1	-0.4	0.46532269786194	-0.8	0.177758105474456	-0.4	0.335858287593575
ENSG00000067066	SP100	0.1	0.927855260615568	-0.2	0.680628451435446	-0.1	0.716765714016481
ENSG00000067082	KLF6	-3.7	8.41477603832396E-12	-3.6	1.57033266592654E-16	-3.4	3.31818653071636E-12
ENSG00000067113	PLPP1	-2.3	9.09369583638663E-6	-2.2	6.51984208038172E-6	-2.1	1.85363137849784E-5
ENSG00000067141	NEO1	-1.1	0.00726384279649843	-1.5	0.0158027150925337	-2.4	6.73150219167973E-6
ENSG00000067167	TRAM1	0.7	0.17391816838784	0.7	0.172875592531673	0.6	0.0840565610087358
ENSG00000067177	PHKA1	1.1	0.00153156731932963	0.6	0.240360200695948	0.2	0.728345546317851
ENSG00000067182	TNFRSF1A	-1.6	6.34960965603712E-4	-1.6	5.35050871261215E-6	-1.3	2.36502409488617E-4
ENSG00000067191	CACNB1	-1.3	0.0531415031554386	-1.0	0.0171422594793827		
ENSG00000067208	EVI5	0.8	0.102013313382113	0.4	0.399204842108118		
ENSG00000067221	STOML1	-0.1	0.816803215978923	0.4	0.327422771599163	0.6	0.0839011484123749
ENSG00000067225	PKM	-0.6	0.265412722573922	-0.7	0.0719225986337647	-0.1	0.763465150840636
ENSG00000067248	DHX29	0.2	0.696358530579089	-0.2	0.707759870382959	-0.8	0.0718618475022394
ENSG00000067334	DNTTIP2	-2.3	1.21092679619392E-8	-2.6	7.01800393722315E-17	-2.2	7.84582310081404E-9
ENSG00000067365	METTL22	0.2	0.692929998555344	0.4	0.390456882022532		
ENSG00000067369	TP53BP1	0.5	0.219370777368157	0.7	0.049460154058648	0.1	0.88196918649572
ENSG00000067445	TRO	-2.1	6.51190113344542E-4	-1.6	0.00567537952888646	-1.3	0.0139796290612208
ENSG00000067533	RRP15	0.7	0.164103432381872	0.6	0.152988228689171	0.5	0.230759532227841
ENSG00000067560	RHOA	-0.7	0.026042343010393	-0.6	0.0326376057870933	-0.4	0.365167210155623
ENSG00000067596	DHX8	2.0	0.0184368254003379	0.6	0.0631245204149948	0.2	0.519251704655318
ENSG00000067601	PMS2P4	-0.9	0.327956605846781	-0.7	0.352561804463254	-0.8	0.311307262589295
ENSG00000067606	PRKCZ	-0.7	0.218783203307519	-0.4	0.381605080401098	-0.4	0.41321866922
ENSG00000067704	IARS2	0.8	0.0984845109934825	0.3	0.291811545135395	-0.2	0.555236554541193
ENSG00000067715	SYT1	0.7	0.48766274987386	0.7	0.464104237236952		
ENSG00000067798	NAV3	-0.8	0.243001028595324	0.9	0.250464058808118	-1.0	0.147576519518266
ENSG00000067829	IDH3G	-1.3	0.00192388078246584	-1.4	1.3238068293207E-4	-1.6	1.19284251621757E-4
ENSG00000067836	ROGDI	-1.3	0.0403688496795992	-0.2	0.762606524700523	-1.6	0.00221397481898241
ENSG00000067840	PDZD4	-1.9	0.0707552082797992	-2.5	3.97834387248344E-5	-1.6	0.0258959464763636
ENSG00000067842	ATP2B3	3.7	0.00681950943552525	3.9	7.12452045013227E-5	4.4	3.21975269128246E-5
ENSG00000067900	ROCK1	0.7	0.128905351198321	0.3	0.529094084116937	0.2	0.603513982006814
ENSG00000067955	CBFB	0.4	0.414858061984804	-0.4	0.465716887938452	0.4	0.371746375882686
ENSG00000067992	PDK3	3.1	7.0138486435917E-4	1.8	9.21413727866284E-7	2.1	0.00119598431961401
ENSG00000068001	HYAL2	-0.4	0.591643585189426	-0.7	0.156179666736223	-0.7	0.231801977293132
ENSG00000068024	HDAC4	0.2	0.785104638362146	-0.4	0.383984711784233	-0.3	0.452647526578711
ENSG00000068028	RASSF1	-2.6	8.38916277097256E-14	-2.3	2.25576253428828E-13	-2.1	1.90748847831943E-7
ENSG00000068078	FGFR3	0.8	0.428535516195193	2.2	0.00723393614515898	0.7	0.537831205235183
ENSG00000068079	IFI35	-0.5	0.441760427743002	0.8	0.190765260550241	0.9	0.104720135771312
ENSG00000068097	HEATR6	2.1	3.08539338967686E-5	2.0	4.87252356309446E-7	1.3	0.00116428680745061
ENSG00000068120	COASY	-1.8	5.08525453336994E-4	-0.7	0.129343736390658	-1.6	0.00124375123887468
ENSG00000068137	PLEKHH3	-2.1	8.12886663786131E-5	-0.9	0.0322494093634993	-1.6	3.41942563425774E-4
ENSG00000068305	MEF2A	-0.3	0.563845592010128	-0.4	0.415123474909548	0.2	0.726430266452443
ENSG00000068308	OTUD5	-1.6	0.00101635177812146	-1.0	0.00143942931721902	-0.9	0.00513232284958397
ENSG00000068323	TFE3	-2.9	8.9305723656001E-11	-2.7	5.13080165251129E-15	-2.7	1.19671400519702E-14
ENSG00000068354	TBC1D25	-2.4	8.60428264158918E-9	-2.1	4.86310493832567E-10	-2.2	4.86124130208147E-8
ENSG00000068366	ACSL4	-0.6	0.181339311401243	-1.0	0.0273950878750062		
ENSG00000068383	INPP5A	0.3	0.519496428768429			-0.3	0.435462907500567
ENSG00000068394	GPKOW	-0.4	0.399960241327141				
ENSG00000068400	GRIPAP1	-0.8	0.133248113872962	-0.3	0.314691535308939	-0.3	0.353500464257547
ENSG00000068438	FTSJ1	-0.9	0.0397348037670151	-1.0	0.00323578584421537	-0.9	0.00443739277404922
ENSG00000068489	PRR11	2.5	3.33385866837063E-4	1.6	0.00210424519246928	3.1	1.60054699770724E-8
ENSG00000068615	REEP1	1.8	0.117483813458421	2.1	7.87186994968384E-6	0.8	0.327884311406281
ENSG00000068650	ATP11A	-0.5	0.576247183710686	-1.9	2.54435157905673E-4	-0.9	0.0903791074251045
ENSG00000068654	POLR1A	1.1	0.00150287093559218	0.7	0.0594329012430277	0.3	0.525007402323268
ENSG00000068697	LAPTM4A	-0.4	0.441760427743002	-0.1	0.866359340629506	-0.1	0.854478452988425
ENSG00000068724	TTC7A	-0.4	0.33333469724145	-0.6	0.28085691769178	-0.1	0.709834218208601
ENSG00000068745	IP6K2	-1.8	5.53157536675201E-12	-1.9	2.83380046860184E-7	-2.2	1.36278489189642E-15
ENSG00000068781	STON1-GTF2A1L	1.6	0.376823143702694			2.0	0.178401988613993
ENSG00000068784	SRBD1	1.7	2.3690511466553E-6	1.1	0.00140034039849694	0.9	0.0112435182919759
ENSG00000068796	KIF2A	0.9	0.0502806084269064	0.3	0.465929617118726	0.5	0.278293805666063
ENSG00000068831	RASGRP2	-0.1	0.936356035603173	-0.3	0.567246114386932	0.2	0.599386023955113
ENSG00000068878	PSME4			-1.2	0.012975921978047	-0.9	0.0505591051567754
ENSG00000068885	IFT80	0.8	0.0818142663503738	1.2	0.00540075234322025	1.2	0.00412396037700398
ENSG00000068903	SIRT2	-1.3	0.00274708306461128	-1.0	1.72374995802901E-4	-0.8	0.0823650499274995
ENSG00000068912	ERLEC1	1.1	0.0266171019754167	1.4	6.48807753264148E-4	1.2	0.00294628780124371
ENSG00000068971	PPP2R5B	-1.8	0.00337576576153441	-1.1	6.81774275297458E-4	-1.2	0.00244329861709786
ENSG00000068976	PYGM	-3.5	1.52531883261407E-6	-2.3	5.10819726232603E-7	-2.3	9.35747135251209E-6
ENSG00000068985	PAGE1			2.9	0.0561841218838435	3.2	0.0611115323023226
ENSG00000069011	PITX1	3.4	5.0645279391061E-5	3.6	8.58608608518461E-8	3.3	2.08766760616979E-4
ENSG00000069018	TRPC7			4.3	0.00152517808866253	5.3	1.28434205294362E-4
ENSG00000069020	MAST4	-2.0	5.58090485366161E-4	-1.8	4.52956701648704E-4	-2.8	3.23475091753446E-7
ENSG00000069122	ADGRF5	-2.1	5.03480486777158E-5	-2.5	1.18782560729059E-7	-2.2	2.66865629158742E-6
ENSG00000069188	SDK2	-0.3	0.727009805317417			0.8	0.146448887354765
ENSG00000069206	ADAM7			3.5	0.0212729094721846	4.6	0.00427232691313001
ENSG00000069248	NUP133	1.4	0.00162517395248564	0.8	0.0207500313915606	0.7	0.0200497015560107
ENSG00000069275	NUCKS1	1.3	0.00290272637850077	0.7	0.0209776279434126	1.2	2.35266013962714E-4
ENSG00000069329	VPS35	0.7	0.114495741611287	0.4	0.258130229136819	0.6	0.033872582088513
ENSG00000069345	DNAJA2	-0.8	0.0469329536723042	-1.4	1.56397106460973E-4	-1.2	1.58233552639027E-5
ENSG00000069399	BCL3	-3.8	4.16024863628411E-16	-4.8	4.95607759721048E-52	-4.8	1.2111085331944E-33
ENSG00000069424	KCNAB2	1.4	0.00537333465946292	1.0	0.00680205818103891	1.3	0.00132194430750426
ENSG00000069431	ABCC9	0.1	0.861131688043862	0.1	0.897611753856539		
ENSG00000069482	GAL			-1.7	0.0260621042522402	0.4	0.448346601100731
ENSG00000069493	CLEC2D	2.8	5.68916240569528E-7	1.5	3.18500255026266E-4	1.5	0.0013080367702879
ENSG00000069509	FUNDC1	1.0	0.0472607591213236	1.2	0.0154088551262954	0.6	0.200662908271697
ENSG00000069535	MAOB	-2.5	0.00662710399160864	-1.3	0.14411805542493	0.3	0.784292436338233
ENSG00000069667	RORA	0.5	0.540057755628367	-0.5	0.432124251367469	-0.4	0.410630296862115
ENSG00000069696	DRD4	-1.3	0.485527126715911			0.2	0.897482224846606
ENSG00000069702	TGFBR3	-2.0	2.19438585604956E-4	-1.0	0.21338802843488	-1.8	0.0171594198816495
ENSG00000069764	PLA2G10	-1.2	0.389867711172801	-1.5	0.163842371085416	-0.3	0.798749654680349
ENSG00000069812	HES2			1.3	0.0650437101627091	1.0	0.163342575103086
ENSG00000069849	ATP1B3	-1.4	9.26935321535031E-5	-2.0	1.30431955292293E-6	-1.4	0.00116514054037735
ENSG00000069869	NEDD4	1.1	0.0906417716147218	0.5	0.30547199368316	0.3	0.49052486806477
ENSG00000069943	PIGB	0.5	0.34924581208453				
ENSG00000069956	MAPK6	-0.5	0.28329754285394	-1.8	1.59165465772876E-5	-1.3	9.20761239203625E-4
ENSG00000069966	GNB5	-1.5	0.00647813768499106	-1.0	0.0198518519561124	-1.4	0.00128470086032569
ENSG00000069974	RAB27A	-0.2	0.780886473247456	-0.2	0.660833578838805	0.4	0.478839666107123
ENSG00000069998	HDHD5	-0.2	0.658780037836168	0.2	0.631813917550169	0.3	0.513449359255308
ENSG00000070010	UFD1	0.2	0.692605781088527			0.1	0.731158480183928
ENSG00000070018	LRP6	0.1	0.94159668651874	-0.9	0.0844454329976688	-0.2	0.75328608879401
ENSG00000070019	GUCY2C	2.5	0.00845444945805624	1.3	0.0478187749539333	1.3	0.0628191352448831
ENSG00000070031	SCT	2.3	0.137867168723696	1.6	0.246680121795295	2.8	0.0468603274748881
ENSG00000070047	PHRF1	-1.2	0.0057338560106014	-1.4	9.25457344500338E-5	-1.2	0.0355023754783775
ENSG00000070061	ELP1	0.9	0.0103868912996809	0.7	0.0207500313915606	0.2	0.486301875393033
ENSG00000070081	NUCB2	-0.4	0.49327697626607	0.6	0.208646193628691	-0.1	0.907409465048372
ENSG00000070087	PFN2	0.1	0.890805398312109	0.8	0.122591463219712	1.6	0.0105297579977389
ENSG00000070159	PTPN3	1.3	0.00121987212813426	1.1	0.0356915430310471	1.1	0.00283198774170929
ENSG00000070182	SPTB	-0.4	0.633145899488443	0.4	0.393804676875792	1.8	0.00807817284434065
ENSG00000070190	DAPP1	-0.5	0.451556580683639	-1.3	0.052531291982042	-0.5	0.424922441968336
ENSG00000070193	FGF10	-2.9	0.00236442299894089	0.5	0.747630043667259	-1.2	0.112867483480644
ENSG00000070214	SLC44A1	0.5	0.189624401462627	0.5	0.104439195435947	0.2	0.61309446290789
ENSG00000070269	TMEM260	1.1	0.00399132898971358	0.9	0.00858085934196327	0.6	0.123644019147812
ENSG00000070366	SMG6	-0.6	0.253637998052015	-1.1	0.00857601528922766	-1.5	0.00119598431961401
ENSG00000070367	EXOC5	0.9	0.0219667580335394	0.7	0.118202175135396	0.9	0.00982832448889583
ENSG00000070371	CLTCL1	1.0	0.170263627454395	0.2	0.781847203889296	1.1	0.0465496081419728
ENSG00000070388	FGF22	-1.7	0.315402348731826			-0.6	0.665012113647994
ENSG00000070404	FSTL3	-2.2	0.00627492627060363	-0.7	0.122298826031052	-1.5	0.00262398385735549
ENSG00000070413	DGCR2	-0.6	0.223812615078481	-0.3	0.33106557198753	-0.5	0.263296220610124
ENSG00000070423	RNF126	-3.4	8.15763235700593E-15	-2.9	3.40961302612575E-22	-3.2	6.67527434740843E-15
ENSG00000070444	MNT	-2.0	1.73345591305487E-4	-1.8	3.03371235402213E-4	-2.3	8.86035283835632E-7
ENSG00000070476	ZXDC	0.1	0.815976654819465	-0.5	0.23209362105515	-0.7	0.0698743332211745
ENSG00000070495	JMJD6	-4.1	3.56587900633051E-19	-3.8	1.17591954076211E-22	-3.7	3.95271591488161E-21
ENSG00000070501	POLB	0.3	0.571720746247244	0.7	0.169109455624513	0.2	0.790747641877463
ENSG00000070526	ST6GALNAC1	0.9	0.335836941043315	0.1	0.939996906512723	0.4	0.675223028041293
ENSG00000070540	WIPI1			0.5	0.341431725591465	-0.1	0.795476967869929
ENSG00000070601	FRMPD1			0.8	0.15574005507521	1.5	0.0834621631869168
ENSG00000070610	GBA2	-1.0	0.0136050241516573	-0.9	0.0167304241038413	-1.2	1.05008001460104E-5
ENSG00000070614	NDST1	-0.2	0.551579865449485	-0.3	0.53202974191506	-0.7	0.0393748545274656
ENSG00000070669	ASNS	-0.8	0.294726620777226	-0.9	0.113057813587555	-0.7	0.226623859337701
ENSG00000070718	AP3M2	1.5	0.0012690909564247	1.7	2.70701586840479E-5	1.0	0.0359742082605928
ENSG00000070729	CNGB1	2.0	0.136684776092056	3.5	3.44414197354475E-6	4.9	1.25836649594041E-8
ENSG00000070731	ST6GALNAC2			1.8	0.0018525119129419	-0.2	0.662194335547453
ENSG00000070748	CHAT			5.2	5.08171464949362E-5	6.1	6.59436466160523E-6
ENSG00000070756	PABPC1	-0.4	0.66176432014767	-2.7	3.36877039416195E-25	-2.0	1.18661731264648E-10
ENSG00000070759	TESK2	-0.9	0.0767767336367223	-0.3	0.531503436823353	-1.5	7.60550323082795E-5
ENSG00000070761	CFAP20	-0.7	0.101453565881458	-1.0	0.0767064065794832	-0.1	0.767475898149516
ENSG00000070770	CSNK2A2	-0.3	0.63997029136533	-1.3	7.93856858919102E-4	-0.7	0.0675340009266269
ENSG00000070778	PTPN21	-1.5	0.00177988039657037	-1.3	0.0463077542027118	-1.1	0.0124809000572605
ENSG00000070785	EIF2B3	-0.2	0.788890822466405	-0.2	0.653536106682032	-0.3	0.493554715854594
ENSG00000070808	CAMK2A	-0.4	0.767406808824769	1.4	0.0259434174335124	2.3	0.00178140191126871
ENSG00000070814	TCOF1	-0.8	0.0355726861987758	-1.3	1.81286250944233E-4	-0.8	0.090059119172658
ENSG00000070831	CDC42	0.1	0.900199854974096	-1.1	0.00967086855683987	-1.3	0.0274549055686545
ENSG00000070882	OSBPL3	1.3	0.010321674510807	0.4	0.418107931973026	1.4	5.64833864979483E-4
ENSG00000070886	EPHA8			1.1	0.250614934209367	2.5	0.0146562623249138
ENSG00000070915	SLC12A3	3.7	0.00166542370249897	4.1	8.28209295922221E-7	5.0	2.37966245172921E-7
ENSG00000070950	RAD18	1.2	0.0313754197484949	0.8	0.0890587024246459	0.8	0.0623576970010449
ENSG00000070961	ATP2B1	0.5	0.32093043136632	-0.4	0.25694251735767	-0.9	0.0581660886036996
ENSG00000070985	TRPM5	-3.4	0.0053375066053898	-2.3	0.00406131479605113	-1.6	0.07027607546618
ENSG00000071051	NCK2	-1.5	9.81284549852675E-5	-2.0	7.53745226933243E-7	-1.3	0.00549142400321788
ENSG00000071054	MAP4K4	-0.1	0.86113292625356	-0.8	0.0858039570448671	-0.4	0.338422303512979
ENSG00000071073	MGAT4A	2.4	5.7166882215712E-5	1.5	0.00233527687303	0.7	0.24606591698136
ENSG00000071082	RPL31	-1.5	0.00107448982826943	-1.9	2.21088520428119E-7	-2.5	2.14188973513903E-10
ENSG00000071127	WDR1	-1.0	0.00345151833202009	-0.4	0.318172105610313	-0.6	0.175686369871035
ENSG00000071189	SNX13	1.9	2.57886145100622E-8	1.5	7.11642763662989E-7	0.9	0.0375553123030331
ENSG00000071203	MS4A12			2.9	0.0635470220224565	4.3	0.00630983919805077
ENSG00000071205	ARHGAP10	0.1	0.821657355501833	-1.1	0.0354898554746163	-0.7	0.0935372864569934
ENSG00000071242	RPS6KA2	-0.8	0.258582412279931	-0.7	0.142491529371416	-1.1	0.0214127536325334
ENSG00000071243	ING3	0.2	0.709776614117676	-0.1	0.729811698043317		
ENSG00000071246	VASH1	1.0	0.0758630559544769	0.9	0.0146037017469132	1.0	0.032818376833112
ENSG00000071282	LMCD1	-2.0	4.26398976934991E-8	-2.2	3.57566963024387E-8	-1.5	0.00508755603714361
ENSG00000071462	BUD23	-1.5	2.95085723471563E-4	-1.1	0.0276335049723595	-0.8	0.0426853489671087
ENSG00000071537	SEL1L	0.8	0.145834693636041			0.3	0.563307524974864
ENSG00000071539	TRIP13	3.0	4.82435803639115E-9	1.6	0.0124028982732064	2.7	1.85089978162176E-8
ENSG00000071553	ATP6AP1	-0.4	0.464844554598226	0.1	0.861074094158653	-0.5	0.328973563479246
ENSG00000071564	TCF3			-0.8	0.0339280966496118	-0.2	0.622145262028563
ENSG00000071575	TRIB2	-0.4	0.393961426036491	-0.4	0.628936144149002	-0.4	0.341553661611331
ENSG00000071626	DAZAP1	-1.1	0.00115259873410714	-1.2	1.93248214154538E-5	-0.8	0.0346278951001283
ENSG00000071655	MBD3	-1.0	0.040491614725135	-0.6	0.114626905201656	-0.8	0.0714994595620437
ENSG00000071794	HLTF	2.2	3.13720594306085E-5	1.9	1.65988792684647E-4	1.7	9.08346296366528E-10
ENSG00000071859	FAM50A	-1.4	0.0202856297177725	0.2	0.797855701207839		
ENSG00000071889	FAM3A	-1.2	0.0231708202486935	-0.6	0.146870897124188	-0.8	0.0567344815567299
ENSG00000071894	CPSF1	-1.2	0.064713346535902	-1.8	0.00261118383462994	-1.0	0.101483735297936
ENSG00000071909	MYO3B	1.0	0.175574933006184	0.7	0.31375142405916	3.7	7.18692297780452E-7
ENSG00000071967	CYBRD1	-1.3	0.0614923759633838	0.3	0.672780936177365	-1.4	0.00349531952431156
ENSG00000071991	CDH19			-0.6	0.550399507094637		
ENSG00000071994	PDCD2	0.4	0.439147676786572	0.2	0.702241152134966	0.1	0.861068059852259
ENSG00000072041	SLC6A15	0.2	0.91187031822656	-1.4	0.202877629340998	1.3	0.204913344949584
ENSG00000072042	RDH11	-0.6	0.206667313844442	0.1	0.883400115940226	0.2	0.58017331538531
ENSG00000072062	PRKACA	-0.8	0.0479702698348881	-1.2	6.75032953885696E-4	-1.1	0.00109193947616643
ENSG00000072071	ADGRL1	-0.6	0.355916204607961	-0.8	0.220678943285632	-0.4	0.487134296022044
ENSG00000072080	SPP2			3.2	0.0335427731212162	4.0	0.0125785421139623
ENSG00000072110	ACTN1	-2.3	4.01926871608223E-9	-2.3	1.05732439444577E-9	-0.9	0.0567442134941245
ENSG00000072121	ZFYVE26	1.4	1.6279516959388E-4	1.2	4.62806775083512E-4	1.2	0.00116346906578552
ENSG00000072133	RPS6KA6	0.9	0.36551370259783	2.2	1.36057462680159E-5	0.5	0.456140903962912
ENSG00000072134	EPN2	0.1	0.766545824124915	0.5	0.373743475915861	-0.2	0.641602277199534
ENSG00000072135	PTPN18	-1.2	0.0585175760742422	-0.6	0.128463276957981	-0.7	0.0707988619751007
ENSG00000072163	LIMS2	-3.7	1.65921999311426E-11	-3.6	2.29062286132464E-19	-2.6	8.23417081264509E-13
ENSG00000072182	ASIC4	-0.7	0.610295762430317	1.2	0.0962996515995185	1.7	0.0140045002317776
ENSG00000072195	SPEG	-1.8	0.0505123305258353	-1.8	5.10541986301886E-10	-0.2	0.767249512192288
ENSG00000072201	LNX1	-0.8	0.125361160882174	-0.6	0.162492959644919	-1.2	0.0334509711903109
ENSG00000072210	ALDH3A2	0.1	0.874249906156485	0.8	0.107718466732637	-0.4	0.221087989486796
ENSG00000072274	TFRC	0.9	0.157623436587565	-0.6	0.334580953808951	0.1	0.891234749182759
ENSG00000072310	SREBF1	0.1	0.879560327337778	0.3	0.49518080224161	-1.0	0.028136700831226
ENSG00000072315	TRPC5	3.7	0.00903328476535079	3.8	7.69052104708087E-4	4.4	2.37381353198053E-4
ENSG00000072364	AFF4	-0.6	0.230988307662215	-0.9	0.0538400678676999	-1.5	6.94535886982952E-4
ENSG00000072401	UBE2D1	-0.4	0.400474849007093	-0.8	0.0224738678839832	-0.4	0.379497684968973
ENSG00000072415	MPP5	-0.7	0.123635063029157	-0.9	0.00952694485067597	-0.7	0.12306047910615
